Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-05-01,180.69,256.71,15.73,18.65,27.54,34.43,2.27,1.11,49.94,4.32,5.33,,,,4.54,25.52,28.97,1.72,299.71,0.0,0.0,198.4,,
2024-05-02,155.23,221.72,15.57,18.61,27.44,34.4,2.56,0.9,50.05,4.32,5.31,,,,4.54,26.28,27.78,1.39,289.4,0.0,0.0,191.13,,
2024-05-03,226.34,323.38,15.64,18.64,27.47,34.25,2.46,1.44,49.94,4.32,5.34,,,,4.52,26.28,27.78,0.93,259.43,0.0,0.0,187.41,,
2024-05-04,269.46,355.67,15.61,18.65,27.2,34.24,3.01,1.64,49.93,4.27,5.31,,,,4.49,31.58,20.78,0.82,238.73,0.0,0.0,154.04,,
2024-05-05,189.12,270.16,15.68,18.43,26.36,34.76,2.9,1.41,49.58,4.16,5.18,,,,4.61,34.34,18.98,0.98,257.27,0.0,0.0,188.66,,
2024-05-06,222.41,316.69,15.65,18.85,26.47,33.93,2.95,1.3,50.26,4.17,5.17,,,,4.37,34.79,22.36,1.18,258.89,0.0,0.0,194.46,,
2024-05-07,238.56,353.9,15.69,18.62,27.26,34.3,3.39,1.83,49.73,4.27,5.34,,,,4.5,34.78,26.67,0.61,210.86,0.0,0.0,151.19,,
2024-05-08,53.51,133.77,14.1,21.27,12.66,28.11,2.52,0.42,57.98,1.65,1.35,,,,3.85,34.38,39.71,0.62,99.15,0.0,0.0,353.09,,
2024-05-09,74.84,165.01,15.64,19.0,26.0,32.62,5.25,0.82,51.03,4.25,3.74,,,,4.49,31.85,43.58,0.7,99.92,0.0,0.0,186.53,,
2024-05-10,83.38,178.63,15.69,18.77,25.69,34.63,2.66,0.86,49.52,4.04,4.99,,,,4.63,32.97,42.63,0.97,121.12,0.0,0.0,177.44,,
2024-05-11,124.12,310.37,15.65,18.78,27.49,33.68,2.45,0.8,50.95,4.26,4.34,,,,4.47,32.35,35.78,0.91,214.82,0.0,0.0,174.81,,
2024-05-12,74.58,186.46,15.65,18.63,27.46,34.31,2.66,0.97,49.93,4.3,5.32,,,,4.52,33.36,35.15,0.75,221.66,0.0,0.0,170.01,,
2024-05-13,85.12,212.74,15.73,18.64,27.42,34.34,2.78,1.0,49.94,4.32,5.32,,,,4.5,33.86,34.24,0.74,227.86,0.0,0.0,172.66,,
2024-05-14,96.06,240.11,15.6,18.58,27.58,34.25,2.54,1.21,49.86,4.31,5.37,,,,4.51,34.42,24.97,0.93,244.14,0.0,0.0,183.37,,
2024-05-15,111.39,278.47,15.65,18.63,27.53,34.2,2.85,1.27,49.86,4.32,5.37,,,,4.5,34.72,19.77,0.9,246.16,0.0,0.0,190.83,,
2024-05-16,119.33,298.33,15.63,18.6,27.39,34.15,3.31,1.25,49.93,4.32,5.31,,,,4.51,35.91,22.04,0.74,222.89,0.0,0.0,187.87,,
2024-05-17,134.22,247.31,15.72,18.74,27.53,34.27,3.29,1.92,40.8,4.3,5.35,,,,4.49,37.67,21.27,0.74,249.18,0.0,0.0,187.79,,
2024-05-18,181.58,278.38,11.72,11.86,20.39,27.96,3.16,1.62,39.15,4.5,9.46,,,,10.65,37.59,21.46,1.06,254.11,0.0,0.0,169.45,,
2024-05-19,144.08,205.83,2.07,1.72,2.56,3.76,3.03,1.12,44.27,5.29,10.13,,,,23.63,38.39,18.56,1.15,281.91,0.0,0.0,185.03,,
2024-05-20,107.89,154.14,8.8,12.4,14.33,15.94,5.05,0.9,43.09,4.36,11.14,,,,16.29,38.15,17.43,1.04,256.12,0.0,0.0,167.61,,
